lat,lon,year,AGB,clay,sand,silt,elev,annual_precip,peat_frac,Hydraulic_Stress,NDVI,precip_clay_interaction,groundwater_depth
-2.708333333,112.4583333,2011,96.22502612,369,257,375,29,3137.7156212329865,8.67435134514654,0.999502982107356,0.7428990602493286,1157817.064234972,233.83468627929688
-2.708333333,112.4583333,2012,96.43752682,369,257,375,29,2508.292024254799,8.67435134514654,0.9995032290114256,0.8136,925559.7569500208,251.7559356689453
-2.708333333,112.4583333,2013,55.63250589,369,257,375,29,2883.091834306717,8.67435134514654,0.9995034756703078,0.799595707,1063860.8868591785,274.22381591796875
-2.708333333,112.4583333,2014,53.70751008,369,257,375,29,2528.3637629151344,8.67435134514654,0.9995037220843672,0.081249599,932966.2285156846,227.0087127685547
-2.708333333,112.4583333,2015,55.98750493,369,257,375,29,2475.726220369339,8.67435134514654,0.9995039682539684,0.835100395,913542.9753162861,235.53570556640625
-2.708333333,112.4583333,2016,55.72000449,369,257,375,29,3460.193583250046,8.67435134514654,0.9995042141794744,0.715113418,1276811.432219267,293.3817443847656
-2.708333333,112.4583333,2017,32.93500403,369,257,375,29,3068.9624703526497,8.67435134514654,0.9995044598612488,0.708377559,1132447.1515601277,276.3212280273437
-2.708333333,112.4583333,2018,63.39000134,369,257,375,29,2744.290079504498,8.67435134514654,0.9995047052996532,0.735376585,1012643.0393371597,259.4686889648437
-2.708333333,112.4583333,2019,39.45750198,369,257,375,29,2187.8318670988083,8.67435134514654,0.9995049504950496,0.753720302,807309.9589594603,265.5254821777344
-2.708333333,112.4583333,2020,33.91250527,369,257,375,29,3608.780754644657,8.67435134514654,0.999505195447798,0.471404274,1331640.0984638785,304.2470092773437
