lat,lon,year,AGB,NDVI,soil_clay,soil_sand,soil_silt,groundwater_depth,total_precipitation,peatland_fraction,elevation,clay,sand,silt,elev,peat,annual_precip,rzm,elevation_peat,precip_clay_interaction,Hydraulic_Stress,clay_median,sand_median,silt_median,elev_median,peat_median,clay_median.1,sand_median.1,silt_median.1,elev_median.1,peat_median.1,clay_median.2,sand_median.2,silt_median.2,elev_median.2,peat_median.2,clay_median,sand_median,silt_median,elev_median,peat_median
-2.541666667,112.0416667,2006,83.73001044,0.7383793592453003,366.0,292.0,345.0,269.4506225585937,2706.9769990444183,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2006,2006,59.647579306451746,734196,0.9995017438963627,"{'_idx': 41, 'median': 366, 'year': 2006}","{'_idx': 41, 'median': 292, 'year': 2006}","{'_idx': 41, 'median': 345, 'year': 2006}","{'_idx': 41, 'median': 36, 'year': 2006}","{'_idx': 41, 'median': 1.656877202956993, 'year': 2006}","{'_idx': 41, 'median': 366, 'year': 2006}","{'_idx': 41, 'median': 292, 'year': 2006}","{'_idx': 41, 'median': 345, 'year': 2006}","{'_idx': 41, 'median': 36, 'year': 2006}","{'_idx': 41, 'median': 1.656877202956993, 'year': 2006}","{'_idx': 41, 'median': 366, 'year': 2006}","{'_idx': 41, 'median': 292, 'year': 2006}","{'_idx': 41, 'median': 345, 'year': 2006}","{'_idx': 41, 'median': 36, 'year': 2006}","{'_idx': 41, 'median': 1.656877202956993, 'year': 2006}","{'_idx': 41, 'median': 366, 'year': 2006}","{'_idx': 41, 'median': 292, 'year': 2006}","{'_idx': 41, 'median': 345, 'year': 2006}","{'_idx': 41, 'median': 36, 'year': 2006}","{'_idx': 41, 'median': 1.656877202956993, 'year': 2006}"
-2.541666667,112.0416667,2007,78.66002519,0.8262828588485718,366.0,292.0,345.0,333.8148498535156,3235.694447040558,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2007,2007,59.647579306451746,734562,0.9995019920318725,"{'_idx': 42, 'median': 366, 'year': 2007}","{'_idx': 42, 'median': 292, 'year': 2007}","{'_idx': 42, 'median': 345, 'year': 2007}","{'_idx': 42, 'median': 36, 'year': 2007}","{'_idx': 42, 'median': 1.656877202956993, 'year': 2007}","{'_idx': 42, 'median': 366, 'year': 2007}","{'_idx': 42, 'median': 292, 'year': 2007}","{'_idx': 42, 'median': 345, 'year': 2007}","{'_idx': 42, 'median': 36, 'year': 2007}","{'_idx': 42, 'median': 1.656877202956993, 'year': 2007}","{'_idx': 42, 'median': 366, 'year': 2007}","{'_idx': 42, 'median': 292, 'year': 2007}","{'_idx': 42, 'median': 345, 'year': 2007}","{'_idx': 42, 'median': 36, 'year': 2007}","{'_idx': 42, 'median': 1.656877202956993, 'year': 2007}","{'_idx': 42, 'median': 366, 'year': 2007}","{'_idx': 42, 'median': 292, 'year': 2007}","{'_idx': 42, 'median': 345, 'year': 2007}","{'_idx': 42, 'median': 36, 'year': 2007}","{'_idx': 42, 'median': 1.656877202956993, 'year': 2007}"
-2.541666667,112.0416667,2008,80.7425222,0.767454207,366.0,292.0,345.0,330.8658142089844,3587.6965429782867,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2008,2008,59.647579306451746,734928,0.9995022399203584,"{'_idx': 43, 'median': 366, 'year': 2008}","{'_idx': 43, 'median': 292, 'year': 2008}","{'_idx': 43, 'median': 345, 'year': 2008}","{'_idx': 43, 'median': 36, 'year': 2008}","{'_idx': 43, 'median': 1.656877202956993, 'year': 2008}","{'_idx': 43, 'median': 366, 'year': 2008}","{'_idx': 43, 'median': 292, 'year': 2008}","{'_idx': 43, 'median': 345, 'year': 2008}","{'_idx': 43, 'median': 36, 'year': 2008}","{'_idx': 43, 'median': 1.656877202956993, 'year': 2008}","{'_idx': 43, 'median': 366, 'year': 2008}","{'_idx': 43, 'median': 292, 'year': 2008}","{'_idx': 43, 'median': 345, 'year': 2008}","{'_idx': 43, 'median': 36, 'year': 2008}","{'_idx': 43, 'median': 1.656877202956993, 'year': 2008}","{'_idx': 43, 'median': 366, 'year': 2008}","{'_idx': 43, 'median': 292, 'year': 2008}","{'_idx': 43, 'median': 345, 'year': 2008}","{'_idx': 43, 'median': 36, 'year': 2008}","{'_idx': 43, 'median': 1.656877202956993, 'year': 2008}"
-2.541666667,112.0416667,2009,81.97251797,0.800712526,366.0,292.0,345.0,270.1690979003906,2767.736750125885,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2009,2009,59.647579306451746,735294,0.9995024875621891,"{'_idx': 44, 'median': 366, 'year': 2009}","{'_idx': 44, 'median': 292, 'year': 2009}","{'_idx': 44, 'median': 345, 'year': 2009}","{'_idx': 44, 'median': 36, 'year': 2009}","{'_idx': 44, 'median': 1.656877202956993, 'year': 2009}","{'_idx': 44, 'median': 366, 'year': 2009}","{'_idx': 44, 'median': 292, 'year': 2009}","{'_idx': 44, 'median': 345, 'year': 2009}","{'_idx': 44, 'median': 36, 'year': 2009}","{'_idx': 44, 'median': 1.656877202956993, 'year': 2009}","{'_idx': 44, 'median': 366, 'year': 2009}","{'_idx': 44, 'median': 292, 'year': 2009}","{'_idx': 44, 'median': 345, 'year': 2009}","{'_idx': 44, 'median': 36, 'year': 2009}","{'_idx': 44, 'median': 1.656877202956993, 'year': 2009}","{'_idx': 44, 'median': 366, 'year': 2009}","{'_idx': 44, 'median': 292, 'year': 2009}","{'_idx': 44, 'median': 345, 'year': 2009}","{'_idx': 44, 'median': 36, 'year': 2009}","{'_idx': 44, 'median': 1.656877202956993, 'year': 2009}"
-2.541666667,112.0416667,2010,82.22751661,0.8185285329818726,366.0,292.0,345.0,367.7217712402344,4353.563986778259,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2010,2010,59.647579306451746,735660,0.9995027349577325,"{'_idx': 45, 'median': 366, 'year': 2010}","{'_idx': 45, 'median': 292, 'year': 2010}","{'_idx': 45, 'median': 345, 'year': 2010}","{'_idx': 45, 'median': 36, 'year': 2010}","{'_idx': 45, 'median': 1.656877202956993, 'year': 2010}","{'_idx': 45, 'median': 366, 'year': 2010}","{'_idx': 45, 'median': 292, 'year': 2010}","{'_idx': 45, 'median': 345, 'year': 2010}","{'_idx': 45, 'median': 36, 'year': 2010}","{'_idx': 45, 'median': 1.656877202956993, 'year': 2010}","{'_idx': 45, 'median': 366, 'year': 2010}","{'_idx': 45, 'median': 292, 'year': 2010}","{'_idx': 45, 'median': 345, 'year': 2010}","{'_idx': 45, 'median': 36, 'year': 2010}","{'_idx': 45, 'median': 1.656877202956993, 'year': 2010}","{'_idx': 45, 'median': 366, 'year': 2010}","{'_idx': 45, 'median': 292, 'year': 2010}","{'_idx': 45, 'median': 345, 'year': 2010}","{'_idx': 45, 'median': 36, 'year': 2010}","{'_idx': 45, 'median': 1.656877202956993, 'year': 2010}"
-2.541666667,112.0416667,2011,83.87251057,0.7629084587097168,366.0,292.0,345.0,268.95977783203125,3207.2083032131195,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2011,2011,59.647579306451746,736026,0.9995029821073559,"{'_idx': 46, 'median': 366, 'year': 2011}","{'_idx': 46, 'median': 292, 'year': 2011}","{'_idx': 46, 'median': 345, 'year': 2011}","{'_idx': 46, 'median': 36, 'year': 2011}","{'_idx': 46, 'median': 1.656877202956993, 'year': 2011}","{'_idx': 46, 'median': 366, 'year': 2011}","{'_idx': 46, 'median': 292, 'year': 2011}","{'_idx': 46, 'median': 345, 'year': 2011}","{'_idx': 46, 'median': 36, 'year': 2011}","{'_idx': 46, 'median': 1.656877202956993, 'year': 2011}","{'_idx': 46, 'median': 366, 'year': 2011}","{'_idx': 46, 'median': 292, 'year': 2011}","{'_idx': 46, 'median': 345, 'year': 2011}","{'_idx': 46, 'median': 36, 'year': 2011}","{'_idx': 46, 'median': 1.656877202956993, 'year': 2011}","{'_idx': 46, 'median': 366, 'year': 2011}","{'_idx': 46, 'median': 292, 'year': 2011}","{'_idx': 46, 'median': 345, 'year': 2011}","{'_idx': 46, 'median': 36, 'year': 2011}","{'_idx': 46, 'median': 1.656877202956993, 'year': 2011}"
-2.541666667,112.0416667,2012,83.37751239,0.7851,366.0,292.0,345.0,274.510986328125,2624.3066866397858,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2012,2012,59.647579306451746,736392,0.9995032290114257,"{'_idx': 47, 'median': 366, 'year': 2012}","{'_idx': 47, 'median': 292, 'year': 2012}","{'_idx': 47, 'median': 345, 'year': 2012}","{'_idx': 47, 'median': 36, 'year': 2012}","{'_idx': 47, 'median': 1.656877202956993, 'year': 2012}","{'_idx': 47, 'median': 366, 'year': 2012}","{'_idx': 47, 'median': 292, 'year': 2012}","{'_idx': 47, 'median': 345, 'year': 2012}","{'_idx': 47, 'median': 36, 'year': 2012}","{'_idx': 47, 'median': 1.656877202956993, 'year': 2012}","{'_idx': 47, 'median': 366, 'year': 2012}","{'_idx': 47, 'median': 292, 'year': 2012}","{'_idx': 47, 'median': 345, 'year': 2012}","{'_idx': 47, 'median': 36, 'year': 2012}","{'_idx': 47, 'median': 1.656877202956993, 'year': 2012}","{'_idx': 47, 'median': 366, 'year': 2012}","{'_idx': 47, 'median': 292, 'year': 2012}","{'_idx': 47, 'median': 345, 'year': 2012}","{'_idx': 47, 'median': 36, 'year': 2012}","{'_idx': 47, 'median': 1.656877202956993, 'year': 2012}"
-2.541666667,112.0416667,2013,80.90001104,0.827296852,366.0,292.0,345.0,319.6205444335937,2959.237878918648,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2013,2013,59.647579306451746,736758,0.9995034756703078,"{'_idx': 48, 'median': 366, 'year': 2013}","{'_idx': 48, 'median': 292, 'year': 2013}","{'_idx': 48, 'median': 345, 'year': 2013}","{'_idx': 48, 'median': 36, 'year': 2013}","{'_idx': 48, 'median': 1.656877202956993, 'year': 2013}","{'_idx': 48, 'median': 366, 'year': 2013}","{'_idx': 48, 'median': 292, 'year': 2013}","{'_idx': 48, 'median': 345, 'year': 2013}","{'_idx': 48, 'median': 36, 'year': 2013}","{'_idx': 48, 'median': 1.656877202956993, 'year': 2013}","{'_idx': 48, 'median': 366, 'year': 2013}","{'_idx': 48, 'median': 292, 'year': 2013}","{'_idx': 48, 'median': 345, 'year': 2013}","{'_idx': 48, 'median': 36, 'year': 2013}","{'_idx': 48, 'median': 1.656877202956993, 'year': 2013}","{'_idx': 48, 'median': 366, 'year': 2013}","{'_idx': 48, 'median': 292, 'year': 2013}","{'_idx': 48, 'median': 345, 'year': 2013}","{'_idx': 48, 'median': 36, 'year': 2013}","{'_idx': 48, 'median': 1.656877202956993, 'year': 2013}"
-2.541666667,112.0416667,2014,78.75751116,0.736051746,366.0,292.0,345.0,243.7377166748047,2633.046664953232,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2014,2014,59.647579306451746,737124,0.9995037220843672,"{'_idx': 49, 'median': 366, 'year': 2014}","{'_idx': 49, 'median': 292, 'year': 2014}","{'_idx': 49, 'median': 345, 'year': 2014}","{'_idx': 49, 'median': 36, 'year': 2014}","{'_idx': 49, 'median': 1.656877202956993, 'year': 2014}","{'_idx': 49, 'median': 366, 'year': 2014}","{'_idx': 49, 'median': 292, 'year': 2014}","{'_idx': 49, 'median': 345, 'year': 2014}","{'_idx': 49, 'median': 36, 'year': 2014}","{'_idx': 49, 'median': 1.656877202956993, 'year': 2014}","{'_idx': 49, 'median': 366, 'year': 2014}","{'_idx': 49, 'median': 292, 'year': 2014}","{'_idx': 49, 'median': 345, 'year': 2014}","{'_idx': 49, 'median': 36, 'year': 2014}","{'_idx': 49, 'median': 1.656877202956993, 'year': 2014}","{'_idx': 49, 'median': 366, 'year': 2014}","{'_idx': 49, 'median': 292, 'year': 2014}","{'_idx': 49, 'median': 345, 'year': 2014}","{'_idx': 49, 'median': 36, 'year': 2014}","{'_idx': 49, 'median': 1.656877202956993, 'year': 2014}"
-2.541666667,112.0416667,2015,84.01500903,0.840392486,366.0,292.0,345.0,237.36181640625,2504.480815410614,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2015,2015,59.647579306451746,737490,0.9995039682539683,"{'_idx': 50, 'median': 366, 'year': 2015}","{'_idx': 50, 'median': 292, 'year': 2015}","{'_idx': 50, 'median': 345, 'year': 2015}","{'_idx': 50, 'median': 36, 'year': 2015}","{'_idx': 50, 'median': 1.656877202956993, 'year': 2015}","{'_idx': 50, 'median': 366, 'year': 2015}","{'_idx': 50, 'median': 292, 'year': 2015}","{'_idx': 50, 'median': 345, 'year': 2015}","{'_idx': 50, 'median': 36, 'year': 2015}","{'_idx': 50, 'median': 1.656877202956993, 'year': 2015}","{'_idx': 50, 'median': 366, 'year': 2015}","{'_idx': 50, 'median': 292, 'year': 2015}","{'_idx': 50, 'median': 345, 'year': 2015}","{'_idx': 50, 'median': 36, 'year': 2015}","{'_idx': 50, 'median': 1.656877202956993, 'year': 2015}","{'_idx': 50, 'median': 366, 'year': 2015}","{'_idx': 50, 'median': 292, 'year': 2015}","{'_idx': 50, 'median': 345, 'year': 2015}","{'_idx': 50, 'median': 36, 'year': 2015}","{'_idx': 50, 'median': 1.656877202956993, 'year': 2015}"
-2.541666667,112.0416667,2016,83.13750911,0.856433301,366.0,292.0,345.0,342.9263000488281,3443.496195912361,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2016,2016,59.647579306451746,737856,0.9995042141794744,"{'_idx': 51, 'median': 366, 'year': 2016}","{'_idx': 51, 'median': 292, 'year': 2016}","{'_idx': 51, 'median': 345, 'year': 2016}","{'_idx': 51, 'median': 36, 'year': 2016}","{'_idx': 51, 'median': 1.656877202956993, 'year': 2016}","{'_idx': 51, 'median': 366, 'year': 2016}","{'_idx': 51, 'median': 292, 'year': 2016}","{'_idx': 51, 'median': 345, 'year': 2016}","{'_idx': 51, 'median': 36, 'year': 2016}","{'_idx': 51, 'median': 1.656877202956993, 'year': 2016}","{'_idx': 51, 'median': 366, 'year': 2016}","{'_idx': 51, 'median': 292, 'year': 2016}","{'_idx': 51, 'median': 345, 'year': 2016}","{'_idx': 51, 'median': 36, 'year': 2016}","{'_idx': 51, 'median': 1.656877202956993, 'year': 2016}","{'_idx': 51, 'median': 366, 'year': 2016}","{'_idx': 51, 'median': 292, 'year': 2016}","{'_idx': 51, 'median': 345, 'year': 2016}","{'_idx': 51, 'median': 36, 'year': 2016}","{'_idx': 51, 'median': 1.656877202956993, 'year': 2016}"
-2.541666667,112.0416667,2017,67.5725169,0.73206559,366.0,292.0,345.0,345.732421875,3233.129089832306,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2017,2017,59.647579306451746,738222,0.9995044598612488,"{'_idx': 52, 'median': 366, 'year': 2017}","{'_idx': 52, 'median': 292, 'year': 2017}","{'_idx': 52, 'median': 345, 'year': 2017}","{'_idx': 52, 'median': 36, 'year': 2017}","{'_idx': 52, 'median': 1.656877202956993, 'year': 2017}","{'_idx': 52, 'median': 366, 'year': 2017}","{'_idx': 52, 'median': 292, 'year': 2017}","{'_idx': 52, 'median': 345, 'year': 2017}","{'_idx': 52, 'median': 36, 'year': 2017}","{'_idx': 52, 'median': 1.656877202956993, 'year': 2017}","{'_idx': 52, 'median': 366, 'year': 2017}","{'_idx': 52, 'median': 292, 'year': 2017}","{'_idx': 52, 'median': 345, 'year': 2017}","{'_idx': 52, 'median': 36, 'year': 2017}","{'_idx': 52, 'median': 1.656877202956993, 'year': 2017}","{'_idx': 52, 'median': 366, 'year': 2017}","{'_idx': 52, 'median': 292, 'year': 2017}","{'_idx': 52, 'median': 345, 'year': 2017}","{'_idx': 52, 'median': 36, 'year': 2017}","{'_idx': 52, 'median': 1.656877202956993, 'year': 2017}"
-2.541666667,112.0416667,2018,68.7500154,0.670072963,366.0,292.0,345.0,328.5901184082031,2798.351103061564,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2018,2018,59.647579306451746,738588,0.9995047052996533,"{'_idx': 53, 'median': 366, 'year': 2018}","{'_idx': 53, 'median': 292, 'year': 2018}","{'_idx': 53, 'median': 345, 'year': 2018}","{'_idx': 53, 'median': 36, 'year': 2018}","{'_idx': 53, 'median': 1.656877202956993, 'year': 2018}","{'_idx': 53, 'median': 366, 'year': 2018}","{'_idx': 53, 'median': 292, 'year': 2018}","{'_idx': 53, 'median': 345, 'year': 2018}","{'_idx': 53, 'median': 36, 'year': 2018}","{'_idx': 53, 'median': 1.656877202956993, 'year': 2018}","{'_idx': 53, 'median': 366, 'year': 2018}","{'_idx': 53, 'median': 292, 'year': 2018}","{'_idx': 53, 'median': 345, 'year': 2018}","{'_idx': 53, 'median': 36, 'year': 2018}","{'_idx': 53, 'median': 1.656877202956993, 'year': 2018}","{'_idx': 53, 'median': 366, 'year': 2018}","{'_idx': 53, 'median': 292, 'year': 2018}","{'_idx': 53, 'median': 345, 'year': 2018}","{'_idx': 53, 'median': 36, 'year': 2018}","{'_idx': 53, 'median': 1.656877202956993, 'year': 2018}"
-2.541666667,112.0416667,2019,68.23001613,0.888477167,366.0,292.0,345.0,318.99609375,2373.4149740085413,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2019,2019,59.647579306451746,738954,0.9995049504950495,"{'_idx': 54, 'median': 366, 'year': 2019}","{'_idx': 54, 'median': 292, 'year': 2019}","{'_idx': 54, 'median': 345, 'year': 2019}","{'_idx': 54, 'median': 36, 'year': 2019}","{'_idx': 54, 'median': 1.656877202956993, 'year': 2019}","{'_idx': 54, 'median': 366, 'year': 2019}","{'_idx': 54, 'median': 292, 'year': 2019}","{'_idx': 54, 'median': 345, 'year': 2019}","{'_idx': 54, 'median': 36, 'year': 2019}","{'_idx': 54, 'median': 1.656877202956993, 'year': 2019}","{'_idx': 54, 'median': 366, 'year': 2019}","{'_idx': 54, 'median': 292, 'year': 2019}","{'_idx': 54, 'median': 345, 'year': 2019}","{'_idx': 54, 'median': 36, 'year': 2019}","{'_idx': 54, 'median': 1.656877202956993, 'year': 2019}","{'_idx': 54, 'median': 366, 'year': 2019}","{'_idx': 54, 'median': 292, 'year': 2019}","{'_idx': 54, 'median': 345, 'year': 2019}","{'_idx': 54, 'median': 36, 'year': 2019}","{'_idx': 54, 'median': 1.656877202956993, 'year': 2019}"
-2.541666667,112.0416667,2020,68.95751642,0.374270941,366.0,292.0,345.0,362.6401672363281,3871.7353456132114,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2020,2020,59.647579306451746,739320,0.9995051954477981,"{'_idx': 55, 'median': 366, 'year': 2020}","{'_idx': 55, 'median': 292, 'year': 2020}","{'_idx': 55, 'median': 345, 'year': 2020}","{'_idx': 55, 'median': 36, 'year': 2020}","{'_idx': 55, 'median': 1.656877202956993, 'year': 2020}","{'_idx': 55, 'median': 366, 'year': 2020}","{'_idx': 55, 'median': 292, 'year': 2020}","{'_idx': 55, 'median': 345, 'year': 2020}","{'_idx': 55, 'median': 36, 'year': 2020}","{'_idx': 55, 'median': 1.656877202956993, 'year': 2020}","{'_idx': 55, 'median': 366, 'year': 2020}","{'_idx': 55, 'median': 292, 'year': 2020}","{'_idx': 55, 'median': 345, 'year': 2020}","{'_idx': 55, 'median': 36, 'year': 2020}","{'_idx': 55, 'median': 1.656877202956993, 'year': 2020}","{'_idx': 55, 'median': 366, 'year': 2020}","{'_idx': 55, 'median': 292, 'year': 2020}","{'_idx': 55, 'median': 345, 'year': 2020}","{'_idx': 55, 'median': 36, 'year': 2020}","{'_idx': 55, 'median': 1.656877202956993, 'year': 2020}"
-2.541666667,112.2916667,1993,64.69502071,0.7244921922683716,383.0,260.0,360.0,,2911.2324357032776,8.58973634102075,34.0,383,260,360,34,8.58973634102075,1993,1993,292.05103559470547,763319,0.9994984954864594,"{'_idx': 56, 'median': 383, 'year': 1993}","{'_idx': 56, 'median': 260, 'year': 1993}","{'_idx': 56, 'median': 360, 'year': 1993}","{'_idx': 56, 'median': 34, 'year': 1993}","{'_idx': 56, 'median': 8.58973634102075, 'year': 1993}","{'_idx': 56, 'median': 383, 'year': 1993}","{'_idx': 56, 'median': 260, 'year': 1993}","{'_idx': 56, 'median': 360, 'year': 1993}","{'_idx': 56, 'median': 34, 'year': 1993}","{'_idx': 56, 'median': 8.58973634102075, 'year': 1993}","{'_idx': 56, 'median': 383, 'year': 1993}","{'_idx': 56, 'median': 260, 'year': 1993}","{'_idx': 56, 'median': 360, 'year': 1993}","{'_idx': 56, 'median': 34, 'year': 1993}","{'_idx': 56, 'median': 8.58973634102075, 'year': 1993}","{'_idx': 56, 'median': 383, 'year': 1993}","{'_idx': 56, 'median': 260, 'year': 1993}","{'_idx': 56, 'median': 360, 'year': 1993}","{'_idx': 56, 'median': 34, 'year': 1993}","{'_idx': 56, 'median': 8.58973634102075, 'year': 1993}"
-2.541666667,112.2916667,1994,64.35001966,0.7159783840179443,383.0,260.0,360.0,,2679.9022241830826,8.58973634102075,34.0,383,260,360,34,8.58973634102075,1994,1994,292.05103559470547,763702,0.9994987468671679,"{'_idx': 57, 'median': 383, 'year': 1994}","{'_idx': 57, 'median': 260, 'year': 1994}","{'_idx': 57, 'median': 360, 'year': 1994}","{'_idx': 57, 'median': 34, 'year': 1994}","{'_idx': 57, 'median': 8.58973634102075, 'year': 1994}","{'_idx': 57, 'median': 383, 'year': 1994}","{'_idx': 57, 'median': 260, 'year': 1994}","{'_idx': 57, 'median': 360, 'year': 1994}","{'_idx': 57, 'median': 34, 'year': 1994}","{'_idx': 57, 'median': 8.58973634102075, 'year': 1994}","{'_idx': 57, 'median': 383, 'year': 1994}","{'_idx': 57, 'median': 260, 'year': 1994}","{'_idx': 57, 'median': 360, 'year': 1994}","{'_idx': 57, 'median': 34, 'year': 1994}","{'_idx': 57, 'median': 8.58973634102075, 'year': 1994}","{'_idx': 57, 'median': 383, 'year': 1994}","{'_idx': 57, 'median': 260, 'year': 1994}","{'_idx': 57, 'median': 360, 'year': 1994}","{'_idx': 57, 'median': 34, 'year': 1994}","{'_idx': 57, 'median': 8.58973634102075, 'year': 1994}"
-2.541666667,112.2916667,1995,65.31751909,0.5077261924743652,383.0,260.0,360.0,,3101.219701766968,8.58973634102075,34.0,383,260,360,34,8.58973634102075,1995,1995,292.05103559470547,764085,0.999498997995992,"{'_idx': 58, 'median': 383, 'year': 1995}","{'_idx': 58, 'median': 260, 'year': 1995}","{'_idx': 58, 'median': 360, 'year': 1995}","{'_idx': 58, 'median': 34, 'year': 1995}","{'_idx': 58, 'median': 8.58973634102075, 'year': 1995}","{'_idx': 58, 'median': 383, 'year': 1995}","{'_idx': 58, 'median': 260, 'year': 1995}","{'_idx': 58, 'median': 360, 'year': 1995}","{'_idx': 58, 'median': 34, 'year': 1995}","{'_idx': 58, 'median': 8.58973634102075, 'year': 1995}","{'_idx': 58, 'median': 383, 'year': 1995}","{'_idx': 58, 'median': 260, 'year': 1995}","{'_idx': 58, 'median': 360, 'year': 1995}","{'_idx': 58, 'median': 34, 'year': 1995}","{'_idx': 58, 'median': 8.58973634102075, 'year': 1995}","{'_idx': 58, 'median': 383, 'year': 1995}","{'_idx': 58, 'median': 260, 'year': 1995}","{'_idx': 58, 'median': 360, 'year': 1995}","{'_idx': 58, 'median': 34, 'year': 1995}","{'_idx': 58, 'median': 8.58973634102075, 'year': 1995}"
-2.541666667,112.2916667,1996,65.15002086,0.746586263,383.0,260.0,360.0,,3070.964869260788,8.58973634102075,34.0,383,260,360,34,8.58973634102075,1996,1996,292.05103559470547,764468,0.99949924887331,"{'_idx': 59, 'median': 383, 'year': 1996}","{'_idx': 59, 'median': 260, 'year': 1996}","{'_idx': 59, 'median': 360, 'year': 1996}","{'_idx': 59, 'median': 34, 'year': 1996}","{'_idx': 59, 'median': 8.58973634102075, 'year': 1996}","{'_idx': 59, 'median': 383, 'year': 1996}","{'_idx': 59, 'median': 260, 'year': 1996}","{'_idx': 59, 'median': 360, 'year': 1996}","{'_idx': 59, 'median': 34, 'year': 1996}","{'_idx': 59, 'median': 8.58973634102075, 'year': 1996}","{'_idx': 59, 'median': 383, 'year': 1996}","{'_idx': 59, 'median': 260, 'year': 1996}","{'_idx': 59, 'median': 360, 'year': 1996}","{'_idx': 59, 'median': 34, 'year': 1996}","{'_idx': 59, 'median': 8.58973634102075, 'year': 1996}","{'_idx': 59, 'median': 383, 'year': 1996}","{'_idx': 59, 'median': 260, 'year': 1996}","{'_idx': 59, 'median': 360, 'year': 1996}","{'_idx': 59, 'median': 34, 'year': 1996}","{'_idx': 59, 'median': 8.58973634102075, 'year': 1996}"
-2.541666667,112.2916667,1997,64.52502081,0.5873451828956604,383.0,260.0,360.0,,1926.56982421875,8.58973634102075,34.0,383,260,360,34,8.58973634102075,1997,1997,292.05103559470547,764851,0.9994994994994995,"{'_idx': 60, 'median': 383, 'year': 1997}","{'_idx': 60, 'median': 260, 'year': 1997}","{'_idx': 60, 'median': 360, 'year': 1997}","{'_idx': 60, 'median': 34, 'year': 1997}","{'_idx': 60, 'median': 8.58973634102075, 'year': 1997}","{'_idx': 60, 'median': 383, 'year': 1997}","{'_idx': 60, 'median': 260, 'year': 1997}","{'_idx': 60, 'median': 360, 'year': 1997}","{'_idx': 60, 'median': 34, 'year': 1997}","{'_idx': 60, 'median': 8.58973634102075, 'year': 1997}","{'_idx': 60, 'median': 383, 'year': 1997}","{'_idx': 60, 'median': 260, 'year': 1997}","{'_idx': 60, 'median': 360, 'year': 1997}","{'_idx': 60, 'median': 34, 'year': 1997}","{'_idx': 60, 'median': 8.58973634102075, 'year': 1997}","{'_idx': 60, 'median': 383, 'year': 1997}","{'_idx': 60, 'median': 260, 'year': 1997}","{'_idx': 60, 'median': 360, 'year': 1997}","{'_idx': 60, 'median': 34, 'year': 1997}","{'_idx': 60, 'median': 8.58973634102075, 'year': 1997}"
-2.541666667,112.2916667,1998,63.05501769,0.5244790315628052,383.0,260.0,360.0,,3341.885355949402,8.58973634102075,34.0,383,260,360,34,8.58973634102075,1998,1998,292.05103559470547,765234,0.9994997498749375,"{'_idx': 61, 'median': 383, 'year': 1998}","{'_idx': 61, 'median': 260, 'year': 1998}","{'_idx': 61, 'median': 360, 'year': 1998}","{'_idx': 61, 'median': 34, 'year': 1998}","{'_idx': 61, 'median': 8.58973634102075, 'year': 1998}","{'_idx': 61, 'median': 383, 'year': 1998}","{'_idx': 61, 'median': 260, 'year': 1998}","{'_idx': 61, 'median': 360, 'year': 1998}","{'_idx': 61, 'median': 34, 'year': 1998}","{'_idx': 61, 'median': 8.58973634102075, 'year': 1998}","{'_idx': 61, 'median': 383, 'year': 1998}","{'_idx': 61, 'median': 260, 'year': 1998}","{'_idx': 61, 'median': 360, 'year': 1998}","{'_idx': 61, 'median': 34, 'year': 1998}","{'_idx': 61, 'median': 8.58973634102075, 'year': 1998}","{'_idx': 61, 'median': 383, 'year': 1998}","{'_idx': 61, 'median': 260, 'year': 1998}","{'_idx': 61, 'median': 360, 'year': 1998}","{'_idx': 61, 'median': 34, 'year': 1998}","{'_idx': 61, 'median': 8.58973634102075, 'year': 1998}"
