lat,lon,year,AGB,NDVI,soil_clay,soil_sand,soil_silt,groundwater_depth,total_precipitation,peatland_fraction,elevation,clay,sand,silt,elev,peat,annual_precip,rzm,elevation_peat,precip_clay_interaction,Hydraulic_Stress,clay_median,sand_median,silt_median,elev_median,peat_median,clay_median.1,sand_median.1,silt_median.1,elev_median.1,peat_median.1,clay_median.2,sand_median.2,silt_median.2,elev_median.2,peat_median.2,clay_median,sand_median,silt_median,elev_median,peat_median
-2.541666667,111.9583333,2013,75.29504243,0.308085393,369.0,280.0,353.0,264.3963928222656,2932.436814546585,3.2985629272564907,25.0,369,280,353,25,3.2985629272564907,2013,2013,82.46407318141226,742797,0.9995034756703078,"{'_idx': 20, 'median': 369, 'year': 2013}","{'_idx': 20, 'median': 280, 'year': 2013}","{'_idx': 20, 'median': 353, 'year': 2013}","{'_idx': 20, 'median': 25, 'year': 2013}","{'_idx': 20, 'median': 3.2985629272564907, 'year': 2013}","{'_idx': 20, 'median': 369, 'year': 2013}","{'_idx': 20, 'median': 280, 'year': 2013}","{'_idx': 20, 'median': 353, 'year': 2013}","{'_idx': 20, 'median': 25, 'year': 2013}","{'_idx': 20, 'median': 3.2985629272564907, 'year': 2013}","{'_idx': 20, 'median': 369, 'year': 2013}","{'_idx': 20, 'median': 280, 'year': 2013}","{'_idx': 20, 'median': 353, 'year': 2013}","{'_idx': 20, 'median': 25, 'year': 2013}","{'_idx': 20, 'median': 3.2985629272564907, 'year': 2013}","{'_idx': 20, 'median': 369, 'year': 2013}","{'_idx': 20, 'median': 280, 'year': 2013}","{'_idx': 20, 'median': 353, 'year': 2013}","{'_idx': 20, 'median': 25, 'year': 2013}","{'_idx': 20, 'median': 3.2985629272564907, 'year': 2013}"
-2.541666667,111.9583333,2014,72.34253308,0.156548051,369.0,280.0,353.0,207.5428924560547,2603.394765615464,3.2985629272564907,25.0,369,280,353,25,3.2985629272564907,2014,2014,82.46407318141226,743166,0.9995037220843672,"{'_idx': 21, 'median': 369, 'year': 2014}","{'_idx': 21, 'median': 280, 'year': 2014}","{'_idx': 21, 'median': 353, 'year': 2014}","{'_idx': 21, 'median': 25, 'year': 2014}","{'_idx': 21, 'median': 3.2985629272564907, 'year': 2014}","{'_idx': 21, 'median': 369, 'year': 2014}","{'_idx': 21, 'median': 280, 'year': 2014}","{'_idx': 21, 'median': 353, 'year': 2014}","{'_idx': 21, 'median': 25, 'year': 2014}","{'_idx': 21, 'median': 3.2985629272564907, 'year': 2014}","{'_idx': 21, 'median': 369, 'year': 2014}","{'_idx': 21, 'median': 280, 'year': 2014}","{'_idx': 21, 'median': 353, 'year': 2014}","{'_idx': 21, 'median': 25, 'year': 2014}","{'_idx': 21, 'median': 3.2985629272564907, 'year': 2014}","{'_idx': 21, 'median': 369, 'year': 2014}","{'_idx': 21, 'median': 280, 'year': 2014}","{'_idx': 21, 'median': 353, 'year': 2014}","{'_idx': 21, 'median': 25, 'year': 2014}","{'_idx': 21, 'median': 3.2985629272564907, 'year': 2014}"
-2.541666667,111.9583333,2015,83.82505127,0.855481322,369.0,280.0,353.0,217.76217651367188,2499.0873889923096,3.2985629272564907,25.0,369,280,353,25,3.2985629272564907,2015,2015,82.46407318141226,743535,0.9995039682539683,"{'_idx': 22, 'median': 369, 'year': 2015}","{'_idx': 22, 'median': 280, 'year': 2015}","{'_idx': 22, 'median': 353, 'year': 2015}","{'_idx': 22, 'median': 25, 'year': 2015}","{'_idx': 22, 'median': 3.2985629272564907, 'year': 2015}","{'_idx': 22, 'median': 369, 'year': 2015}","{'_idx': 22, 'median': 280, 'year': 2015}","{'_idx': 22, 'median': 353, 'year': 2015}","{'_idx': 22, 'median': 25, 'year': 2015}","{'_idx': 22, 'median': 3.2985629272564907, 'year': 2015}","{'_idx': 22, 'median': 369, 'year': 2015}","{'_idx': 22, 'median': 280, 'year': 2015}","{'_idx': 22, 'median': 353, 'year': 2015}","{'_idx': 22, 'median': 25, 'year': 2015}","{'_idx': 22, 'median': 3.2985629272564907, 'year': 2015}","{'_idx': 22, 'median': 369, 'year': 2015}","{'_idx': 22, 'median': 280, 'year': 2015}","{'_idx': 22, 'median': 353, 'year': 2015}","{'_idx': 22, 'median': 25, 'year': 2015}","{'_idx': 22, 'median': 3.2985629272564907, 'year': 2015}"
-2.541666667,111.9583333,2016,77.77004857,0.87179831,369.0,280.0,353.0,310.6091613769531,3403.1073698997498,3.2985629272564907,25.0,369,280,353,25,3.2985629272564907,2016,2016,82.46407318141226,743904,0.9995042141794744,"{'_idx': 23, 'median': 369, 'year': 2016}","{'_idx': 23, 'median': 280, 'year': 2016}","{'_idx': 23, 'median': 353, 'year': 2016}","{'_idx': 23, 'median': 25, 'year': 2016}","{'_idx': 23, 'median': 3.2985629272564907, 'year': 2016}","{'_idx': 23, 'median': 369, 'year': 2016}","{'_idx': 23, 'median': 280, 'year': 2016}","{'_idx': 23, 'median': 353, 'year': 2016}","{'_idx': 23, 'median': 25, 'year': 2016}","{'_idx': 23, 'median': 3.2985629272564907, 'year': 2016}","{'_idx': 23, 'median': 369, 'year': 2016}","{'_idx': 23, 'median': 280, 'year': 2016}","{'_idx': 23, 'median': 353, 'year': 2016}","{'_idx': 23, 'median': 25, 'year': 2016}","{'_idx': 23, 'median': 3.2985629272564907, 'year': 2016}","{'_idx': 23, 'median': 369, 'year': 2016}","{'_idx': 23, 'median': 280, 'year': 2016}","{'_idx': 23, 'median': 353, 'year': 2016}","{'_idx': 23, 'median': 25, 'year': 2016}","{'_idx': 23, 'median': 3.2985629272564907, 'year': 2016}"
-2.541666667,111.9583333,2017,67.60253588,0.516794846,369.0,280.0,353.0,289.28582763671875,3215.309141755104,3.2985629272564907,25.0,369,280,353,25,3.2985629272564907,2017,2017,82.46407318141226,744273,0.9995044598612488,"{'_idx': 24, 'median': 369, 'year': 2017}","{'_idx': 24, 'median': 280, 'year': 2017}","{'_idx': 24, 'median': 353, 'year': 2017}","{'_idx': 24, 'median': 25, 'year': 2017}","{'_idx': 24, 'median': 3.2985629272564907, 'year': 2017}","{'_idx': 24, 'median': 369, 'year': 2017}","{'_idx': 24, 'median': 280, 'year': 2017}","{'_idx': 24, 'median': 353, 'year': 2017}","{'_idx': 24, 'median': 25, 'year': 2017}","{'_idx': 24, 'median': 3.2985629272564907, 'year': 2017}","{'_idx': 24, 'median': 369, 'year': 2017}","{'_idx': 24, 'median': 280, 'year': 2017}","{'_idx': 24, 'median': 353, 'year': 2017}","{'_idx': 24, 'median': 25, 'year': 2017}","{'_idx': 24, 'median': 3.2985629272564907, 'year': 2017}","{'_idx': 24, 'median': 369, 'year': 2017}","{'_idx': 24, 'median': 280, 'year': 2017}","{'_idx': 24, 'median': 353, 'year': 2017}","{'_idx': 24, 'median': 25, 'year': 2017}","{'_idx': 24, 'median': 3.2985629272564907, 'year': 2017}"
-2.541666667,111.9583333,2018,66.80003593,0.841199173,369.0,280.0,353.0,268.5122375488281,2783.302115202877,3.2985629272564907,25.0,369,280,353,25,3.2985629272564907,2018,2018,82.46407318141226,744642,0.9995047052996533,"{'_idx': 25, 'median': 369, 'year': 2018}","{'_idx': 25, 'median': 280, 'year': 2018}","{'_idx': 25, 'median': 353, 'year': 2018}","{'_idx': 25, 'median': 25, 'year': 2018}","{'_idx': 25, 'median': 3.2985629272564907, 'year': 2018}","{'_idx': 25, 'median': 369, 'year': 2018}","{'_idx': 25, 'median': 280, 'year': 2018}","{'_idx': 25, 'median': 353, 'year': 2018}","{'_idx': 25, 'median': 25, 'year': 2018}","{'_idx': 25, 'median': 3.2985629272564907, 'year': 2018}","{'_idx': 25, 'median': 369, 'year': 2018}","{'_idx': 25, 'median': 280, 'year': 2018}","{'_idx': 25, 'median': 353, 'year': 2018}","{'_idx': 25, 'median': 25, 'year': 2018}","{'_idx': 25, 'median': 3.2985629272564907, 'year': 2018}","{'_idx': 25, 'median': 369, 'year': 2018}","{'_idx': 25, 'median': 280, 'year': 2018}","{'_idx': 25, 'median': 353, 'year': 2018}","{'_idx': 25, 'median': 25, 'year': 2018}","{'_idx': 25, 'median': 3.2985629272564907, 'year': 2018}"
-2.541666667,111.9583333,2019,67.622535,0.874544366,369.0,280.0,353.0,294.60614013671875,2409.892571434786,3.2985629272564907,25.0,369,280,353,25,3.2985629272564907,2019,2019,82.46407318141226,745011,0.9995049504950495,"{'_idx': 26, 'median': 369, 'year': 2019}","{'_idx': 26, 'median': 280, 'year': 2019}","{'_idx': 26, 'median': 353, 'year': 2019}","{'_idx': 26, 'median': 25, 'year': 2019}","{'_idx': 26, 'median': 3.2985629272564907, 'year': 2019}","{'_idx': 26, 'median': 369, 'year': 2019}","{'_idx': 26, 'median': 280, 'year': 2019}","{'_idx': 26, 'median': 353, 'year': 2019}","{'_idx': 26, 'median': 25, 'year': 2019}","{'_idx': 26, 'median': 3.2985629272564907, 'year': 2019}","{'_idx': 26, 'median': 369, 'year': 2019}","{'_idx': 26, 'median': 280, 'year': 2019}","{'_idx': 26, 'median': 353, 'year': 2019}","{'_idx': 26, 'median': 25, 'year': 2019}","{'_idx': 26, 'median': 3.2985629272564907, 'year': 2019}","{'_idx': 26, 'median': 369, 'year': 2019}","{'_idx': 26, 'median': 280, 'year': 2019}","{'_idx': 26, 'median': 353, 'year': 2019}","{'_idx': 26, 'median': 25, 'year': 2019}","{'_idx': 26, 'median': 3.2985629272564907, 'year': 2019}"
-2.541666667,111.9583333,2020,66.02253593,0.359590972,369.0,280.0,353.0,330.5669860839844,3946.927682226524,3.2985629272564907,25.0,369,280,353,25,3.2985629272564907,2020,2020,82.46407318141226,745380,0.9995051954477981,"{'_idx': 27, 'median': 369, 'year': 2020}","{'_idx': 27, 'median': 280, 'year': 2020}","{'_idx': 27, 'median': 353, 'year': 2020}","{'_idx': 27, 'median': 25, 'year': 2020}","{'_idx': 27, 'median': 3.2985629272564907, 'year': 2020}","{'_idx': 27, 'median': 369, 'year': 2020}","{'_idx': 27, 'median': 280, 'year': 2020}","{'_idx': 27, 'median': 353, 'year': 2020}","{'_idx': 27, 'median': 25, 'year': 2020}","{'_idx': 27, 'median': 3.2985629272564907, 'year': 2020}","{'_idx': 27, 'median': 369, 'year': 2020}","{'_idx': 27, 'median': 280, 'year': 2020}","{'_idx': 27, 'median': 353, 'year': 2020}","{'_idx': 27, 'median': 25, 'year': 2020}","{'_idx': 27, 'median': 3.2985629272564907, 'year': 2020}","{'_idx': 27, 'median': 369, 'year': 2020}","{'_idx': 27, 'median': 280, 'year': 2020}","{'_idx': 27, 'median': 353, 'year': 2020}","{'_idx': 27, 'median': 25, 'year': 2020}","{'_idx': 27, 'median': 3.2985629272564907, 'year': 2020}"
-2.541666667,112.0416667,1993,77.4525195,0.7643441557884216,366.0,292.0,345.0,,2972.0900597572327,1.656877202956993,36.0,366,292,345,36,1.656877202956993,1993,1993,59.647579306451746,729438,0.9994984954864594,"{'_idx': 28, 'median': 366, 'year': 1993}","{'_idx': 28, 'median': 292, 'year': 1993}","{'_idx': 28, 'median': 345, 'year': 1993}","{'_idx': 28, 'median': 36, 'year': 1993}","{'_idx': 28, 'median': 1.656877202956993, 'year': 1993}","{'_idx': 28, 'median': 366, 'year': 1993}","{'_idx': 28, 'median': 292, 'year': 1993}","{'_idx': 28, 'median': 345, 'year': 1993}","{'_idx': 28, 'median': 36, 'year': 1993}","{'_idx': 28, 'median': 1.656877202956993, 'year': 1993}","{'_idx': 28, 'median': 366, 'year': 1993}","{'_idx': 28, 'median': 292, 'year': 1993}","{'_idx': 28, 'median': 345, 'year': 1993}","{'_idx': 28, 'median': 36, 'year': 1993}","{'_idx': 28, 'median': 1.656877202956993, 'year': 1993}","{'_idx': 28, 'median': 366, 'year': 1993}","{'_idx': 28, 'median': 292, 'year': 1993}","{'_idx': 28, 'median': 345, 'year': 1993}","{'_idx': 28, 'median': 36, 'year': 1993}","{'_idx': 28, 'median': 1.656877202956993, 'year': 1993}"
-2.541666667,112.0416667,1994,73.02251227,0.7967972755432129,366.0,292.0,345.0,,2692.4616639614105,1.656877202956993,36.0,366,292,345,36,1.656877202956993,1994,1994,59.647579306451746,729804,0.9994987468671679,"{'_idx': 29, 'median': 366, 'year': 1994}","{'_idx': 29, 'median': 292, 'year': 1994}","{'_idx': 29, 'median': 345, 'year': 1994}","{'_idx': 29, 'median': 36, 'year': 1994}","{'_idx': 29, 'median': 1.656877202956993, 'year': 1994}","{'_idx': 29, 'median': 366, 'year': 1994}","{'_idx': 29, 'median': 292, 'year': 1994}","{'_idx': 29, 'median': 345, 'year': 1994}","{'_idx': 29, 'median': 36, 'year': 1994}","{'_idx': 29, 'median': 1.656877202956993, 'year': 1994}","{'_idx': 29, 'median': 366, 'year': 1994}","{'_idx': 29, 'median': 292, 'year': 1994}","{'_idx': 29, 'median': 345, 'year': 1994}","{'_idx': 29, 'median': 36, 'year': 1994}","{'_idx': 29, 'median': 1.656877202956993, 'year': 1994}","{'_idx': 29, 'median': 366, 'year': 1994}","{'_idx': 29, 'median': 292, 'year': 1994}","{'_idx': 29, 'median': 345, 'year': 1994}","{'_idx': 29, 'median': 36, 'year': 1994}","{'_idx': 29, 'median': 1.656877202956993, 'year': 1994}"
-2.541666667,112.0416667,1995,72.86751107,0.7228732705116272,366.0,292.0,345.0,,3162.152910709381,1.656877202956993,36.0,366,292,345,36,1.656877202956993,1995,1995,59.647579306451746,730170,0.999498997995992,"{'_idx': 30, 'median': 366, 'year': 1995}","{'_idx': 30, 'median': 292, 'year': 1995}","{'_idx': 30, 'median': 345, 'year': 1995}","{'_idx': 30, 'median': 36, 'year': 1995}","{'_idx': 30, 'median': 1.656877202956993, 'year': 1995}","{'_idx': 30, 'median': 366, 'year': 1995}","{'_idx': 30, 'median': 292, 'year': 1995}","{'_idx': 30, 'median': 345, 'year': 1995}","{'_idx': 30, 'median': 36, 'year': 1995}","{'_idx': 30, 'median': 1.656877202956993, 'year': 1995}","{'_idx': 30, 'median': 366, 'year': 1995}","{'_idx': 30, 'median': 292, 'year': 1995}","{'_idx': 30, 'median': 345, 'year': 1995}","{'_idx': 30, 'median': 36, 'year': 1995}","{'_idx': 30, 'median': 1.656877202956993, 'year': 1995}","{'_idx': 30, 'median': 366, 'year': 1995}","{'_idx': 30, 'median': 292, 'year': 1995}","{'_idx': 30, 'median': 345, 'year': 1995}","{'_idx': 30, 'median': 36, 'year': 1995}","{'_idx': 30, 'median': 1.656877202956993, 'year': 1995}"
-2.541666667,112.0416667,1996,72.75001038,0.48010093,366.0,292.0,345.0,,3112.3519353866577,1.656877202956993,36.0,366,292,345,36,1.656877202956993,1996,1996,59.647579306451746,730536,0.99949924887331,"{'_idx': 31, 'median': 366, 'year': 1996}","{'_idx': 31, 'median': 292, 'year': 1996}","{'_idx': 31, 'median': 345, 'year': 1996}","{'_idx': 31, 'median': 36, 'year': 1996}","{'_idx': 31, 'median': 1.656877202956993, 'year': 1996}","{'_idx': 31, 'median': 366, 'year': 1996}","{'_idx': 31, 'median': 292, 'year': 1996}","{'_idx': 31, 'median': 345, 'year': 1996}","{'_idx': 31, 'median': 36, 'year': 1996}","{'_idx': 31, 'median': 1.656877202956993, 'year': 1996}","{'_idx': 31, 'median': 366, 'year': 1996}","{'_idx': 31, 'median': 292, 'year': 1996}","{'_idx': 31, 'median': 345, 'year': 1996}","{'_idx': 31, 'median': 36, 'year': 1996}","{'_idx': 31, 'median': 1.656877202956993, 'year': 1996}","{'_idx': 31, 'median': 366, 'year': 1996}","{'_idx': 31, 'median': 292, 'year': 1996}","{'_idx': 31, 'median': 345, 'year': 1996}","{'_idx': 31, 'median': 36, 'year': 1996}","{'_idx': 31, 'median': 1.656877202956993, 'year': 1996}"
-2.541666667,112.0416667,1997,66.59001459,0.3213291764259338,366.0,292.0,345.0,,2011.8437237739563,1.656877202956993,36.0,366,292,345,36,1.656877202956993,1997,1997,59.647579306451746,730902,0.9994994994994995,"{'_idx': 32, 'median': 366, 'year': 1997}","{'_idx': 32, 'median': 292, 'year': 1997}","{'_idx': 32, 'median': 345, 'year': 1997}","{'_idx': 32, 'median': 36, 'year': 1997}","{'_idx': 32, 'median': 1.656877202956993, 'year': 1997}","{'_idx': 32, 'median': 366, 'year': 1997}","{'_idx': 32, 'median': 292, 'year': 1997}","{'_idx': 32, 'median': 345, 'year': 1997}","{'_idx': 32, 'median': 36, 'year': 1997}","{'_idx': 32, 'median': 1.656877202956993, 'year': 1997}","{'_idx': 32, 'median': 366, 'year': 1997}","{'_idx': 32, 'median': 292, 'year': 1997}","{'_idx': 32, 'median': 345, 'year': 1997}","{'_idx': 32, 'median': 36, 'year': 1997}","{'_idx': 32, 'median': 1.656877202956993, 'year': 1997}","{'_idx': 32, 'median': 366, 'year': 1997}","{'_idx': 32, 'median': 292, 'year': 1997}","{'_idx': 32, 'median': 345, 'year': 1997}","{'_idx': 32, 'median': 36, 'year': 1997}","{'_idx': 32, 'median': 1.656877202956993, 'year': 1997}"
-2.541666667,112.0416667,1998,67.97751268,0.3156870305538177,366.0,292.0,345.0,,3558.246013402939,1.656877202956993,36.0,366,292,345,36,1.656877202956993,1998,1998,59.647579306451746,731268,0.9994997498749375,"{'_idx': 33, 'median': 366, 'year': 1998}","{'_idx': 33, 'median': 292, 'year': 1998}","{'_idx': 33, 'median': 345, 'year': 1998}","{'_idx': 33, 'median': 36, 'year': 1998}","{'_idx': 33, 'median': 1.656877202956993, 'year': 1998}","{'_idx': 33, 'median': 366, 'year': 1998}","{'_idx': 33, 'median': 292, 'year': 1998}","{'_idx': 33, 'median': 345, 'year': 1998}","{'_idx': 33, 'median': 36, 'year': 1998}","{'_idx': 33, 'median': 1.656877202956993, 'year': 1998}","{'_idx': 33, 'median': 366, 'year': 1998}","{'_idx': 33, 'median': 292, 'year': 1998}","{'_idx': 33, 'median': 345, 'year': 1998}","{'_idx': 33, 'median': 36, 'year': 1998}","{'_idx': 33, 'median': 1.656877202956993, 'year': 1998}","{'_idx': 33, 'median': 366, 'year': 1998}","{'_idx': 33, 'median': 292, 'year': 1998}","{'_idx': 33, 'median': 345, 'year': 1998}","{'_idx': 33, 'median': 36, 'year': 1998}","{'_idx': 33, 'median': 1.656877202956993, 'year': 1998}"
-2.541666667,112.0416667,1999,73.02250994,0.7251151204109192,366.0,292.0,345.0,,3412.922821521759,1.656877202956993,36.0,366,292,345,36,1.656877202956993,1999,1999,59.647579306451746,731634,0.9995,"{'_idx': 34, 'median': 366, 'year': 1999}","{'_idx': 34, 'median': 292, 'year': 1999}","{'_idx': 34, 'median': 345, 'year': 1999}","{'_idx': 34, 'median': 36, 'year': 1999}","{'_idx': 34, 'median': 1.656877202956993, 'year': 1999}","{'_idx': 34, 'median': 366, 'year': 1999}","{'_idx': 34, 'median': 292, 'year': 1999}","{'_idx': 34, 'median': 345, 'year': 1999}","{'_idx': 34, 'median': 36, 'year': 1999}","{'_idx': 34, 'median': 1.656877202956993, 'year': 1999}","{'_idx': 34, 'median': 366, 'year': 1999}","{'_idx': 34, 'median': 292, 'year': 1999}","{'_idx': 34, 'median': 345, 'year': 1999}","{'_idx': 34, 'median': 36, 'year': 1999}","{'_idx': 34, 'median': 1.656877202956993, 'year': 1999}","{'_idx': 34, 'median': 366, 'year': 1999}","{'_idx': 34, 'median': 292, 'year': 1999}","{'_idx': 34, 'median': 345, 'year': 1999}","{'_idx': 34, 'median': 36, 'year': 1999}","{'_idx': 34, 'median': 1.656877202956993, 'year': 1999}"
-2.541666667,112.0416667,2000,72.9250095,0.7104431986808777,366.0,292.0,345.0,,3296.572650909424,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2000,2000,59.647579306451746,732000,0.9995002498750625,"{'_idx': 35, 'median': 366, 'year': 2000}","{'_idx': 35, 'median': 292, 'year': 2000}","{'_idx': 35, 'median': 345, 'year': 2000}","{'_idx': 35, 'median': 36, 'year': 2000}","{'_idx': 35, 'median': 1.656877202956993, 'year': 2000}","{'_idx': 35, 'median': 366, 'year': 2000}","{'_idx': 35, 'median': 292, 'year': 2000}","{'_idx': 35, 'median': 345, 'year': 2000}","{'_idx': 35, 'median': 36, 'year': 2000}","{'_idx': 35, 'median': 1.656877202956993, 'year': 2000}","{'_idx': 35, 'median': 366, 'year': 2000}","{'_idx': 35, 'median': 292, 'year': 2000}","{'_idx': 35, 'median': 345, 'year': 2000}","{'_idx': 35, 'median': 36, 'year': 2000}","{'_idx': 35, 'median': 1.656877202956993, 'year': 2000}","{'_idx': 35, 'median': 366, 'year': 2000}","{'_idx': 35, 'median': 292, 'year': 2000}","{'_idx': 35, 'median': 345, 'year': 2000}","{'_idx': 35, 'median': 36, 'year': 2000}","{'_idx': 35, 'median': 1.656877202956993, 'year': 2000}"
-2.541666667,112.0416667,2001,77.31501941,0.7001585364341736,366.0,292.0,345.0,,3126.481912136078,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2001,2001,59.647579306451746,732366,0.9995004995004995,"{'_idx': 36, 'median': 366, 'year': 2001}","{'_idx': 36, 'median': 292, 'year': 2001}","{'_idx': 36, 'median': 345, 'year': 2001}","{'_idx': 36, 'median': 36, 'year': 2001}","{'_idx': 36, 'median': 1.656877202956993, 'year': 2001}","{'_idx': 36, 'median': 366, 'year': 2001}","{'_idx': 36, 'median': 292, 'year': 2001}","{'_idx': 36, 'median': 345, 'year': 2001}","{'_idx': 36, 'median': 36, 'year': 2001}","{'_idx': 36, 'median': 1.656877202956993, 'year': 2001}","{'_idx': 36, 'median': 366, 'year': 2001}","{'_idx': 36, 'median': 292, 'year': 2001}","{'_idx': 36, 'median': 345, 'year': 2001}","{'_idx': 36, 'median': 36, 'year': 2001}","{'_idx': 36, 'median': 1.656877202956993, 'year': 2001}","{'_idx': 36, 'median': 366, 'year': 2001}","{'_idx': 36, 'median': 292, 'year': 2001}","{'_idx': 36, 'median': 345, 'year': 2001}","{'_idx': 36, 'median': 36, 'year': 2001}","{'_idx': 36, 'median': 1.656877202956993, 'year': 2001}"
-2.541666667,112.0416667,2002,77.4525195,0.7777000000000001,366.0,292.0,345.0,,2482.583889484405,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2002,2002,59.647579306451746,732732,0.9995007488766849,"{'_idx': 37, 'median': 366, 'year': 2002}","{'_idx': 37, 'median': 292, 'year': 2002}","{'_idx': 37, 'median': 345, 'year': 2002}","{'_idx': 37, 'median': 36, 'year': 2002}","{'_idx': 37, 'median': 1.656877202956993, 'year': 2002}","{'_idx': 37, 'median': 366, 'year': 2002}","{'_idx': 37, 'median': 292, 'year': 2002}","{'_idx': 37, 'median': 345, 'year': 2002}","{'_idx': 37, 'median': 36, 'year': 2002}","{'_idx': 37, 'median': 1.656877202956993, 'year': 2002}","{'_idx': 37, 'median': 366, 'year': 2002}","{'_idx': 37, 'median': 292, 'year': 2002}","{'_idx': 37, 'median': 345, 'year': 2002}","{'_idx': 37, 'median': 36, 'year': 2002}","{'_idx': 37, 'median': 1.656877202956993, 'year': 2002}","{'_idx': 37, 'median': 366, 'year': 2002}","{'_idx': 37, 'median': 292, 'year': 2002}","{'_idx': 37, 'median': 345, 'year': 2002}","{'_idx': 37, 'median': 36, 'year': 2002}","{'_idx': 37, 'median': 1.656877202956993, 'year': 2002}"
-2.541666667,112.0416667,2003,71.87751047,0.6578251123428345,366.0,292.0,345.0,256.75885009765625,2738.3400653600693,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2003,2003,59.647579306451746,733098,0.9995009980039921,"{'_idx': 38, 'median': 366, 'year': 2003}","{'_idx': 38, 'median': 292, 'year': 2003}","{'_idx': 38, 'median': 345, 'year': 2003}","{'_idx': 38, 'median': 36, 'year': 2003}","{'_idx': 38, 'median': 1.656877202956993, 'year': 2003}","{'_idx': 38, 'median': 366, 'year': 2003}","{'_idx': 38, 'median': 292, 'year': 2003}","{'_idx': 38, 'median': 345, 'year': 2003}","{'_idx': 38, 'median': 36, 'year': 2003}","{'_idx': 38, 'median': 1.656877202956993, 'year': 2003}","{'_idx': 38, 'median': 366, 'year': 2003}","{'_idx': 38, 'median': 292, 'year': 2003}","{'_idx': 38, 'median': 345, 'year': 2003}","{'_idx': 38, 'median': 36, 'year': 2003}","{'_idx': 38, 'median': 1.656877202956993, 'year': 2003}","{'_idx': 38, 'median': 366, 'year': 2003}","{'_idx': 38, 'median': 292, 'year': 2003}","{'_idx': 38, 'median': 345, 'year': 2003}","{'_idx': 38, 'median': 36, 'year': 2003}","{'_idx': 38, 'median': 1.656877202956993, 'year': 2003}"
-2.541666667,112.0416667,2004,76.14252764,0.7186533808708191,366.0,292.0,345.0,328.697998046875,2331.967123031616,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2004,2004,59.647579306451746,733464,0.9995012468827931,"{'_idx': 39, 'median': 366, 'year': 2004}","{'_idx': 39, 'median': 292, 'year': 2004}","{'_idx': 39, 'median': 345, 'year': 2004}","{'_idx': 39, 'median': 36, 'year': 2004}","{'_idx': 39, 'median': 1.656877202956993, 'year': 2004}","{'_idx': 39, 'median': 366, 'year': 2004}","{'_idx': 39, 'median': 292, 'year': 2004}","{'_idx': 39, 'median': 345, 'year': 2004}","{'_idx': 39, 'median': 36, 'year': 2004}","{'_idx': 39, 'median': 1.656877202956993, 'year': 2004}","{'_idx': 39, 'median': 366, 'year': 2004}","{'_idx': 39, 'median': 292, 'year': 2004}","{'_idx': 39, 'median': 345, 'year': 2004}","{'_idx': 39, 'median': 36, 'year': 2004}","{'_idx': 39, 'median': 1.656877202956993, 'year': 2004}","{'_idx': 39, 'median': 366, 'year': 2004}","{'_idx': 39, 'median': 292, 'year': 2004}","{'_idx': 39, 'median': 345, 'year': 2004}","{'_idx': 39, 'median': 36, 'year': 2004}","{'_idx': 39, 'median': 1.656877202956993, 'year': 2004}"
-2.541666667,112.0416667,2005,81.94251836,0.8241980671882629,366.0,292.0,345.0,349.2362670898437,2716.469094514847,1.656877202956993,36.0,366,292,345,36,1.656877202956993,2005,2005,59.647579306451746,733830,0.9995014955134596,"{'_idx': 40, 'median': 366, 'year': 2005}","{'_idx': 40, 'median': 292, 'year': 2005}","{'_idx': 40, 'median': 345, 'year': 2005}","{'_idx': 40, 'median': 36, 'year': 2005}","{'_idx': 40, 'median': 1.656877202956993, 'year': 2005}","{'_idx': 40, 'median': 366, 'year': 2005}","{'_idx': 40, 'median': 292, 'year': 2005}","{'_idx': 40, 'median': 345, 'year': 2005}","{'_idx': 40, 'median': 36, 'year': 2005}","{'_idx': 40, 'median': 1.656877202956993, 'year': 2005}","{'_idx': 40, 'median': 366, 'year': 2005}","{'_idx': 40, 'median': 292, 'year': 2005}","{'_idx': 40, 'median': 345, 'year': 2005}","{'_idx': 40, 'median': 36, 'year': 2005}","{'_idx': 40, 'median': 1.656877202956993, 'year': 2005}","{'_idx': 40, 'median': 366, 'year': 2005}","{'_idx': 40, 'median': 292, 'year': 2005}","{'_idx': 40, 'median': 345, 'year': 2005}","{'_idx': 40, 'median': 36, 'year': 2005}","{'_idx': 40, 'median': 1.656877202956993, 'year': 2005}"
